Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars,Weather Condition,Severity,geometry,area_number,bar_location,Hour of Day,Visibility (mi)
902526717,2015-09-05,Weekday,11:00:00,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E ATWATER & S HENDERSON,39.163344,-86.5272,"39.163344,-86.5272",43,Clear,1,POINT (-86.5272 39.163344),0.0,"POLYGON ((-86.5127072463768 39.163344, -86.51277703294677 39.161923461734354, -86.51298572057387 39.16051660402876, -86.51333129948213 39.159136975691965, -86.5138104415578 39.15779786329906, -86.51441853240074 39.15651216323441, -86.51514971576373 39.15529225749247, -86.51599694995126 39.154149894432415, -86.51695207563498 39.15309607563498, -86.5180058944324 39.15214094995127, -86.51914825749246 39.151293715763735, -86.5203681632344 39.15056253240075, -86.52165386329905 39.14995444155781, -86.52299297569196 39.14947529948214, -86.52437260402874 39.14912972057387, -86.52577946173434 39.14892103294678, -86.5272 39.148851246376815, -86.52862053826564 39.14892103294678, -86.53002739597125 39.14912972057387, -86.53140702430802 39.14947529948214, -86.53274613670094 39.14995444155781, -86.53403183676559 39.15056253240075, -86.53525174250753 39.151293715763735, -86.53639410556758 39.15214094995127, -86.53744792436501 39.15309607563498, -86.53840305004873 39.154149894432415, -86.53925028423626 39.15529225749247, -86.53998146759925 39.15651216323441, -86.54058955844219 39.15779786329906, -86.54106870051785 39.159136975691965, -86.54141427942612 39.16051660402876, -86.54162296705321 39.161923461734354, -86.54169275362318 39.163344, -86.54162296705321 39.16476453826565, -86.54141427942612 39.16617139597125, -86.54106870051785 39.16755102430804, -86.54058955844219 39.168890136700945, -86.53998146759925 39.170175836765594, -86.53925028423626 39.171395742507535, -86.53840305004873 39.17253810556759, -86.53744792436501 39.17359192436503, -86.53639410556758 39.17454705004874, -86.53525174250753 39.17539428423627, -86.53403183676559 39.176125467599256, -86.53274613670094 39.176733558442194, -86.53140702430802 39.17721270051786, -86.53002739597125 39.17755827942614, -86.52862053826564 39.17776696705322, -86.5272 39.17783675362319, -86.52577946173434 39.17776696705322, -86.52437260402874 39.17755827942614, -86.52299297569196 39.17721270051786, -86.52165386329905 39.176733558442194, -86.5203681632344 39.176125467599256, -86.51914825749246 39.17539428423627, -86.5180058944324 39.17454705004874, -86.51695207563498 39.17359192436503, -86.51599694995126 39.17253810556759, -86.51514971576373 39.171395742507535, -86.51441853240074 39.170175836765594, -86.5138104415578 39.168890136700945, -86.51333129948213 39.16755102430804, -86.51298572057387 39.16617139597125, -86.51277703294677 39.16476453826565, -86.5127072463768 39.163344))",11,5
902370000,2015-01-05,Weekday,13:00:00,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,2ND & PATTERSON,39.16074984,-86.54850997,"39.16074984,-86.54850997",33,Clear,1,POINT (-86.54850997 39.16074984),0.0,"POLYGON ((-86.53401721637681 39.16074984, -86.53408700294678 39.15932930173435, -86.53429569057387 39.157922444028756, -86.53464126948214 39.156542815691964, -86.5351204115578 39.15520370329906, -86.53572850240074 39.15391800323441, -86.53645968576373 39.15269809749247, -86.53730691995126 39.151555734432414, -86.53826204563498 39.150501915634976, -86.53931586443241 39.149546789951266, -86.54045822749246 39.148699555763734, -86.5416781332344 39.14796837240075, -86.54296383329905 39.14736028155781, -86.54430294569197 39.14688113948214, -86.54568257402875 39.14653556057387, -86.54708943173435 39.14632687294678, -86.54850997 39.146257086376814, -86.54993050826565 39.14632687294678, -86.55133736597125 39.14653556057387, -86.55271699430803 39.14688113948214, -86.55405610670094 39.14736028155781, -86.5553418067656 39.14796837240075, -86.55656171250753 39.148699555763734, -86.55770407556759 39.149546789951266, -86.55875789436502 39.150501915634976, -86.55971302004873 39.151555734432414, -86.56056025423626 39.15269809749247, -86.56129143759925 39.15391800323441, -86.5618995284422 39.15520370329906, -86.56237867051786 39.156542815691964, -86.56272424942613 39.157922444028756, -86.56293293705322 39.15932930173435, -86.56300272362319 39.16074984, -86.56293293705322 39.16217037826565, -86.56272424942613 39.163577235971246, -86.56237867051786 39.16495686430804, -86.5618995284422 39.166295976700944, -86.56129143759925 39.16758167676559, -86.56056025423626 39.168801582507534, -86.55971302004873 39.16994394556759, -86.55875789436502 39.170997764365026, -86.55770407556759 39.171952890048736, -86.55656171250753 39.17280012423627, -86.5553418067656 39.173531307599255, -86.55405610670094 39.17413939844219, -86.55271699430803 39.17461854051786, -86.55133736597125 39.174964119426136, -86.54993050826565 39.17517280705322, -86.54850997 39.17524259362319, -86.54708943173435 39.17517280705322, -86.54568257402875 39.174964119426136, -86.54430294569197 39.17461854051786, -86.54296383329905 39.17413939844219, -86.5416781332344 39.173531307599255, -86.54045822749246 39.17280012423627, -86.53931586443241 39.171952890048736, -86.53826204563498 39.170997764365026, -86.53730691995126 39.16994394556759, -86.53645968576373 39.168801582507534, -86.53572850240074 39.16758167676559, -86.5351204115578 39.166295976700944, -86.53464126948214 39.16495686430804, -86.53429569057387 39.163577235971246, -86.53408700294678 39.16217037826565, -86.53401721637681 39.16074984))",13,6
902472602,2015-06-03,Weekday,12:00:00,2-Car,No injury/unknown,UNSAFE BACKING,EAST 7TH,39.168752,-86.5436,"39.168752,-86.5436",42,Clear,1,POINT (-86.5436 39.168752),0.0,"POLYGON ((-86.52910724637681 39.168752, -86.52917703294678 39.16733146173435, -86.52938572057387 39.16592460402875, -86.52973129948214 39.16454497569196, -86.5302104415578 39.163205863299055, -86.53081853240074 39.161920163234406, -86.53154971576373 39.160700257492465, -86.53239694995126 39.15955789443241, -86.53335207563498 39.15850407563497, -86.53440589443241 39.15754894995126, -86.53554825749247 39.15670171576373, -86.5367681632344 39.155970532400744, -86.53805386329906 39.155362441557806, -86.53939297569197 39.15488329948214, -86.54077260402875 39.15453772057386, -86.54217946173435 39.15432903294678, -86.5436 39.15425924637681, -86.54502053826565 39.15432903294678, -86.54642739597125 39.15453772057386, -86.54780702430803 39.15488329948214, -86.54914613670094 39.155362441557806, -86.5504318367656 39.155970532400744, -86.55165174250753 39.15670171576373, -86.55279410556759 39.15754894995126, -86.55384792436502 39.15850407563497, -86.55480305004873 39.15955789443241, -86.55565028423626 39.160700257492465, -86.55638146759925 39.161920163234406, -86.5569895584422 39.163205863299055, -86.55746870051786 39.16454497569196, -86.55781427942613 39.16592460402875, -86.55802296705322 39.16733146173435, -86.55809275362319 39.168752, -86.55802296705322 39.170172538265646, -86.55781427942613 39.17157939597124, -86.55746870051786 39.172959024308035, -86.5569895584422 39.17429813670094, -86.55638146759925 39.17558383676559, -86.55565028423626 39.17680374250753, -86.55480305004873 39.177946105567585, -86.55384792436502 39.17899992436502, -86.55279410556759 39.17995505004873, -86.55165174250753 39.180802284236265, -86.5504318367656 39.18153346759925, -86.54914613670094 39.18214155844219, -86.54780702430803 39.18262070051786, -86.54642739597125 39.18296627942613, -86.54502053826565 39.18317496705322, -86.5436 39.183244753623185, -86.54217946173435 39.18317496705322, -86.54077260402875 39.18296627942613, -86.53939297569197 39.18262070051786, -86.53805386329906 39.18214155844219, -86.5367681632344 39.18153346759925, -86.53554825749247 39.180802284236265, -86.53440589443241 39.17995505004873, -86.53335207563498 39.17899992436502, -86.53239694995126 39.177946105567585, -86.53154971576373 39.17680374250753, -86.53081853240074 39.17558383676559, -86.5302104415578 39.17429813670094, -86.52973129948214 39.172959024308035, -86.52938572057387 39.17157939597124, -86.52917703294678 39.170172538265646, -86.52910724637681 39.168752))",12,6
902430992,2015-04-07,Weekend,14:00:00,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,17TH & SR46,39.17984,-86.507088,"39.17984,-86.507088",1,Patchy rain possible,2,POINT (-86.507088 39.17984),0.0,"POLYGON ((-86.49259524637681 39.17984, -86.49266503294677 39.17841946173435, -86.49287372057387 39.177012604028754, -86.49321929948213 39.17563297569196, -86.4936984415578 39.174293863299056, -86.49430653240074 39.17300816323441, -86.49503771576373 39.171788257492466, -86.49588494995126 39.17064589443241, -86.49684007563498 39.169592075634974, -86.49789389443241 39.168636949951264, -86.49903625749246 39.16778971576373, -86.5002561632344 39.167058532400745, -86.50154186329905 39.16645044155781, -86.50288097569197 39.16597129948214, -86.50426060402874 39.165625720573864, -86.50566746173435 39.16541703294678, -86.507088 39.16534724637681, -86.50850853826564 39.16541703294678, -86.50991539597125 39.165625720573864, -86.51129502430803 39.16597129948214, -86.51263413670094 39.16645044155781, -86.5139198367656 39.167058532400745, -86.51513974250753 39.16778971576373, -86.51628210556758 39.168636949951264, -86.51733592436501 39.169592075634974, -86.51829105004873 39.17064589443241, -86.51913828423626 39.171788257492466, -86.51986946759925 39.17300816323441, -86.5204775584422 39.174293863299056, -86.52095670051786 39.17563297569196, -86.52130227942612 39.177012604028754, -86.52151096705322 39.17841946173435, -86.52158075362318 39.17984, -86.52151096705322 39.18126053826565, -86.52130227942612 39.182667395971244, -86.52095670051786 39.184047024308036, -86.5204775584422 39.18538613670094, -86.51986946759925 39.18667183676559, -86.51913828423626 39.18789174250753, -86.51829105004873 39.189034105567586, -86.51733592436501 39.190087924365024, -86.51628210556758 39.191043050048734, -86.51513974250753 39.191890284236266, -86.5139198367656 39.19262146759925, -86.51263413670094 39.19322955844219, -86.51129502430803 39.19370870051786, -86.50991539597125 39.19405427942613, -86.50850853826564 39.19426296705322, -86.507088 39.194332753623186, -86.50566746173435 39.19426296705322, -86.50426060402874 39.19405427942613, -86.50288097569197 39.19370870051786, -86.50154186329905 39.19322955844219, -86.5002561632344 39.19262146759925, -86.49903625749246 39.191890284236266, -86.49789389443241 39.191043050048734, -86.49684007563498 39.190087924365024, -86.49588494995126 39.189034105567586, -86.49503771576373 39.18789174250753, -86.49430653240074 39.18667183676559, -86.4936984415578 39.18538613670094, -86.49321929948213 39.184047024308036, -86.49287372057387 39.182667395971244, -86.49266503294677 39.18126053826565, -86.49259524637681 39.17984))",14,6
902458081,2015-06-07,Weekend,22:00:00,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37S,39.2123076,-86.55386352,"39.2123076,-86.55386352",0,Clear,1,POINT (-86.55386352 39.2123076),0.0,,22,1
902450952,2015-05-03,Weekday,01:00:00,2-Car,No injury/unknown,UNSAFE BACKING,ALEXANDER & W 11TH,39.173344,-86.549296,"39.173344,-86.549296",30,Clear,1,POINT (-86.549296 39.173344),0.0,"POLYGON ((-86.53480324637681 39.173344, -86.53487303294678 39.17192346173435, -86.53508172057387 39.170516604028755, -86.53542729948214 39.16913697569196, -86.5359064415578 39.16779786329906, -86.53651453240074 39.16651216323441, -86.53724571576373 39.16529225749247, -86.53809294995126 39.16414989443241, -86.53904807563498 39.163096075634975, -86.54010189443241 39.162140949951265, -86.54124425749247 39.16129371576373, -86.5424641632344 39.160562532400746, -86.54374986329906 39.15995444155781, -86.54508897569197 39.15947529948214, -86.54646860402875 39.159129720573866, -86.54787546173435 39.15892103294678, -86.549296 39.15885124637681, -86.55071653826565 39.15892103294678, -86.55212339597125 39.159129720573866, -86.55350302430803 39.15947529948214, -86.55484213670094 39.15995444155781, -86.5561278367656 39.160562532400746, -86.55734774250753 39.16129371576373, -86.55849010556759 39.162140949951265, -86.55954392436502 39.163096075634975, -86.56049905004873 39.16414989443241, -86.56134628423627 39.16529225749247, -86.56207746759925 39.16651216323441, -86.5626855584422 39.16779786329906, -86.56316470051786 39.16913697569196, -86.56351027942613 39.170516604028755, -86.56371896705322 39.17192346173435, -86.56378875362319 39.173344, -86.56371896705322 39.17476453826565, -86.56351027942613 39.176171395971245, -86.56316470051786 39.17755102430804, -86.5626855584422 39.17889013670094, -86.56207746759925 39.18017583676559, -86.56134628423627 39.18139574250753, -86.56049905004873 39.18253810556759, -86.55954392436502 39.183591924365025, -86.55849010556759 39.184547050048735, -86.55734774250753 39.18539428423627, -86.5561278367656 39.186125467599254, -86.55484213670094 39.18673355844219, -86.55350302430803 39.18721270051786, -86.55212339597125 39.187558279426135, -86.55071653826565 39.18776696705322, -86.549296 39.18783675362319, -86.54787546173435 39.18776696705322, -86.54646860402875 39.187558279426135, -86.54508897569197 39.18721270051786, -86.54374986329906 39.18673355844219, -86.5424641632344 39.186125467599254, -86.54124425749247 39.18539428423627, -86.54010189443241 39.184547050048735, -86.53904807563498 39.183591924365025, -86.53809294995126 39.18253810556759, -86.53724571576373 39.18139574250753, -86.53651453240074 39.18017583676559, -86.5359064415578 39.17889013670094, -86.53542729948214 39.17755102430804, -86.53508172057387 39.176171395971245, -86.53487303294678 39.17476453826565, -86.53480324637681 39.173344))",1,6
902583683,2015-12-02,Weekday,21:00:00,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,MCNEELY & N UNION VALLEY,39.15804397,-86.59277983,"39.15804397,-86.59277983",2,Clear,1,POINT (-86.59277983 39.15804397),0.0,"POLYGON ((-86.57828707637681 39.15804397, -86.57835686294678 39.15662343173435, -86.57856555057387 39.155216574028756, -86.57891112948214 39.153836945691964, -86.5793902715578 39.15249783329906, -86.57999836240074 39.15121213323441, -86.58072954576373 39.14999222749247, -86.58157677995126 39.148849864432414, -86.58253190563498 39.147796045634976, -86.58358572443241 39.146840919951266, -86.58472808749246 39.145993685763735, -86.5859479932344 39.14526250240075, -86.58723369329905 39.14465441155781, -86.58857280569197 39.14417526948214, -86.58995243402875 39.14382969057387, -86.59135929173435 39.14362100294678, -86.59277983 39.143551216376814, -86.59420036826565 39.14362100294678, -86.59560722597125 39.14382969057387, -86.59698685430803 39.14417526948214, -86.59832596670094 39.14465441155781, -86.5996116667656 39.14526250240075, -86.60083157250753 39.145993685763735, -86.60197393556759 39.146840919951266, -86.60302775436502 39.147796045634976, -86.60398288004873 39.148849864432414, -86.60483011423626 39.14999222749247, -86.60556129759925 39.15121213323441, -86.6061693884422 39.15249783329906, -86.60664853051786 39.153836945691964, -86.60699410942613 39.155216574028756, -86.60720279705322 39.15662343173435, -86.60727258362319 39.15804397, -86.60720279705322 39.15946450826565, -86.60699410942613 39.160871365971246, -86.60664853051786 39.16225099430804, -86.6061693884422 39.163590106700944, -86.60556129759925 39.16487580676559, -86.60483011423626 39.166095712507534, -86.60398288004873 39.16723807556759, -86.60302775436502 39.16829189436503, -86.60197393556759 39.169247020048736, -86.60083157250753 39.17009425423627, -86.5996116667656 39.170825437599255, -86.59832596670094 39.17143352844219, -86.59698685430803 39.17191267051786, -86.59560722597125 39.172258249426136, -86.59420036826565 39.17246693705322, -86.59277983 39.17253672362319, -86.59135929173435 39.17246693705322, -86.58995243402875 39.172258249426136, -86.58857280569197 39.17191267051786, -86.58723369329905 39.17143352844219, -86.5859479932344 39.170825437599255, -86.58472808749246 39.17009425423627, -86.58358572443241 39.169247020048736, -86.58253190563498 39.16829189436503, -86.58157677995126 39.16723807556759, -86.58072954576373 39.166095712507534, -86.57999836240074 39.16487580676559, -86.5793902715578 39.163590106700944, -86.57891112948214 39.16225099430804, -86.57856555057387 39.160871365971246, -86.57835686294678 39.15946450826565, -86.57828707637681 39.15804397))",21,6
902532925,2015-10-06,Weekday,15:00:00,2-Car,No injury/unknown,LEFT OF CENTER,ROCKPORT & VICTOR,39.06010496,-86.60378321,"39.06010496,-86.60378321",0,Clear,1,POINT (-86.60378321 39.06010496),0.0,,15,6
902565300,2015-11-04,Weekday,08:00:00,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3600 S WALNUT ST & HEATHER,39.12398948,-86.52669977,"39.12398948,-86.52669977",1,Clear,1,POINT (-86.52669977 39.12398948),0.0,"POLYGON ((-86.5122070163768 39.12398948, -86.51227680294677 39.12256894173435, -86.51248549057387 39.121162084028754, -86.51283106948213 39.11978245569196, -86.5133102115578 39.118443343299056, -86.51391830240074 39.11715764323441, -86.51464948576373 39.115937737492466, -86.51549671995126 39.11479537443241, -86.51645184563498 39.113741555634974, -86.5175056644324 39.112786429951264, -86.51864802749246 39.11193919576373, -86.5198679332344 39.111208012400745, -86.52115363329905 39.11059992155781, -86.52249274569196 39.11012077948214, -86.52387237402874 39.109775200573864, -86.52527923173434 39.10956651294678, -86.52669977 39.10949672637681, -86.52812030826564 39.10956651294678, -86.52952716597125 39.109775200573864, -86.53090679430802 39.11012077948214, -86.53224590670094 39.11059992155781, -86.53353160676559 39.111208012400745, -86.53475151250753 39.11193919576373, -86.53589387556758 39.112786429951264, -86.53694769436501 39.113741555634974, -86.53790282004873 39.11479537443241, -86.53875005423626 39.115937737492466, -86.53948123759925 39.11715764323441, -86.54008932844219 39.118443343299056, -86.54056847051785 39.11978245569196, -86.54091404942612 39.121162084028754, -86.54112273705321 39.12256894173435, -86.54119252362318 39.12398948, -86.54112273705321 39.12541001826565, -86.54091404942612 39.126816875971244, -86.54056847051785 39.128196504308036, -86.54008932844219 39.12953561670094, -86.53948123759925 39.13082131676559, -86.53875005423626 39.13204122250753, -86.53790282004873 39.133183585567586, -86.53694769436501 39.134237404365024, -86.53589387556758 39.135192530048734, -86.53475151250753 39.136039764236266, -86.53353160676559 39.13677094759925, -86.53224590670094 39.13737903844219, -86.53090679430802 39.13785818051786, -86.52952716597125 39.13820375942613, -86.52812030826564 39.13841244705322, -86.52669977 39.138482233623186, -86.52527923173434 39.13841244705322, -86.52387237402874 39.13820375942613, -86.52249274569196 39.13785818051786, -86.52115363329905 39.13737903844219, -86.5198679332344 39.13677094759925, -86.51864802749246 39.136039764236266, -86.5175056644324 39.135192530048734, -86.51645184563498 39.134237404365024, -86.51549671995126 39.133183585567586, -86.51464948576373 39.13204122250753, -86.51391830240074 39.13082131676559, -86.5133102115578 39.12953561670094, -86.51283106948213 39.128196504308036, -86.51248549057387 39.126816875971244, -86.51227680294677 39.12541001826565, -86.5122070163768 39.12398948))",8,6
902456147,2015-06-03,Weekday,16:00:00,2-Car,No injury/unknown,,SOUTH STATE ROAD 46,39.206312,-86.571312,"39.206312,-86.571312",0,Clear,1,POINT (-86.571312 39.206312),0.0,,16,6
902379686,2015-01-07,Weekend,08:00:00,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N MADISON & W 17TH,39.178992,-86.537792,"39.178992,-86.537792",33,Overcast,2,POINT (-86.537792 39.178992),0.0,"POLYGON ((-86.52329924637681 39.178992, -86.52336903294677 39.17757146173435, -86.52357772057387 39.176164604028756, -86.52392329948214 39.17478497569196, -86.5244024415578 39.17344586329906, -86.52501053240074 39.17216016323441, -86.52574171576373 39.17094025749247, -86.52658894995126 39.16979789443241, -86.52754407563498 39.168744075634976, -86.52859789443241 39.167788949951266, -86.52974025749246 39.166941715763734, -86.5309601632344 39.16621053240075, -86.53224586329905 39.16560244155781, -86.53358497569197 39.16512329948214, -86.53496460402874 39.164777720573866, -86.53637146173435 39.16456903294678, -86.537792 39.16449924637681, -86.53921253826564 39.16456903294678, -86.54061939597125 39.164777720573866, -86.54199902430803 39.16512329948214, -86.54333813670094 39.16560244155781, -86.5446238367656 39.16621053240075, -86.54584374250753 39.166941715763734, -86.54698610556758 39.167788949951266, -86.54803992436501 39.168744075634976, -86.54899505004873 39.16979789443241, -86.54984228423626 39.17094025749247, -86.55057346759925 39.17216016323441, -86.5511815584422 39.17344586329906, -86.55166070051786 39.17478497569196, -86.55200627942612 39.176164604028756, -86.55221496705322 39.17757146173435, -86.55228475362318 39.178992, -86.55221496705322 39.18041253826565, -86.55200627942612 39.181819395971246, -86.55166070051786 39.18319902430804, -86.5511815584422 39.184538136700944, -86.55057346759925 39.18582383676559, -86.54984228423626 39.187043742507534, -86.54899505004873 39.18818610556759, -86.54803992436501 39.189239924365026, -86.54698610556758 39.190195050048736, -86.54584374250753 39.19104228423627, -86.5446238367656 39.191773467599255, -86.54333813670094 39.19238155844219, -86.54199902430803 39.19286070051786, -86.54061939597125 39.193206279426136, -86.53921253826564 39.19341496705322, -86.537792 39.19348475362319, -86.53637146173435 39.19341496705322, -86.53496460402874 39.193206279426136, -86.53358497569197 39.19286070051786, -86.53224586329905 39.19238155844219, -86.5309601632344 39.191773467599255, -86.52974025749246 39.19104228423627, -86.52859789443241 39.190195050048736, -86.52754407563498 39.189239924365026, -86.52658894995126 39.18818610556759, -86.52574171576373 39.187043742507534, -86.52501053240074 39.18582383676559, -86.5244024415578 39.184538136700944, -86.52392329948214 39.18319902430804, -86.52357772057387 39.181819395971246, -86.52336903294677 39.18041253826565, -86.52329924637681 39.178992))",8,6
