Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars,Weather Condition,Severity,geometry,area_number,bar_location,Hour of Day,Visibility (mi)
902550302,2015-11-01,Weekend,01:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024,"39.17168,-86.527024",40,Overcast,1,POINT (-86.527024 39.17168),0.0,"POLYGON ((-86.51253124637681 39.17168, -86.51260103294678 39.170259461734354, -86.51280972057387 39.16885260402876, -86.51315529948214 39.167472975691965, -86.5136344415578 39.16613386329906, -86.51424253240074 39.16484816323441, -86.51497371576373 39.16362825749247, -86.51582094995126 39.162485894432415, -86.51677607563498 39.16143207563498, -86.51782989443241 39.16047694995127, -86.51897225749246 39.159629715763735, -86.5201921632344 39.15889853240075, -86.52147786329905 39.15829044155781, -86.52281697569197 39.15781129948214, -86.52419660402875 39.15746572057387, -86.52560346173435 39.15725703294678, -86.527024 39.157187246376814, -86.52844453826565 39.15725703294678, -86.52985139597125 39.15746572057387, -86.53123102430803 39.15781129948214, -86.53257013670094 39.15829044155781, -86.5338558367656 39.15889853240075, -86.53507574250753 39.159629715763735, -86.53621810556758 39.16047694995127, -86.53727192436502 39.16143207563498, -86.53822705004873 39.162485894432415, -86.53907428423626 39.16362825749247, -86.53980546759925 39.16484816323441, -86.5404135584422 39.16613386329906, -86.54089270051786 39.167472975691965, -86.54123827942612 39.16885260402876, -86.54144696705322 39.170259461734354, -86.54151675362318 39.17168, -86.54144696705322 39.17310053826565, -86.54123827942612 39.17450739597125, -86.54089270051786 39.17588702430804, -86.5404135584422 39.177226136700945, -86.53980546759925 39.178511836765594, -86.53907428423626 39.179731742507535, -86.53822705004873 39.18087410556759, -86.53727192436502 39.18192792436503, -86.53621810556758 39.18288305004874, -86.53507574250753 39.18373028423627, -86.5338558367656 39.184461467599256, -86.53257013670094 39.185069558442194, -86.53123102430803 39.18554870051786, -86.52985139597125 39.18589427942614, -86.52844453826565 39.18610296705322, -86.527024 39.18617275362319, -86.52560346173435 39.18610296705322, -86.52419660402875 39.18589427942614, -86.52281697569197 39.18554870051786, -86.52147786329905 39.185069558442194, -86.5201921632344 39.184461467599256, -86.51897225749246 39.18373028423627, -86.51782989443241 39.18288305004874, -86.51677607563498 39.18192792436503, -86.51582094995126 39.18087410556759, -86.51497371576373 39.179731742507535, -86.51424253240074 39.178511836765594, -86.5136344415578 39.177226136700945, -86.51315529948214 39.17588702430804, -86.51280972057387 39.17450739597125, -86.51260103294678 39.17310053826565, -86.51253124637681 39.17168))",1,5
902428462,2015-04-01,Weekend,13:00:00,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04670943,-86.53586743,"39.04670943,-86.53586743",0,Clear,1,POINT (-86.53586743 39.04670943),0.0,,13,6
902487329,2015-07-05,Weekday,10:00:00,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT,39.13493114,-86.52778394,"39.13493114,-86.52778394",1,Partly cloudy,1,POINT (-86.52778394 39.13493114),0.0,"POLYGON ((-86.51329118637682 39.13493114, -86.51336097294678 39.13351060173435, -86.51356966057388 39.132103744028754, -86.51391523948215 39.13072411569196, -86.5143943815578 39.129385003299056, -86.51500247240075 39.12809930323441, -86.51573365576374 39.126879397492466, -86.51658088995127 39.12573703443241, -86.51753601563499 39.124683215634974, -86.51858983443242 39.123728089951264, -86.51973219749247 39.12288085576373, -86.5209521032344 39.122149672400745, -86.52223780329906 39.12154158155781, -86.52357691569198 39.12106243948214, -86.52495654402875 39.120716860573864, -86.52636340173436 39.12050817294678, -86.52778394 39.12043838637681, -86.52920447826565 39.12050817294678, -86.53061133597126 39.120716860573864, -86.53199096430804 39.12106243948214, -86.53333007670095 39.12154158155781, -86.5346157767656 39.122149672400745, -86.53583568250754 39.12288085576373, -86.5369780455676 39.123728089951264, -86.53803186436502 39.124683215634974, -86.53898699004874 39.12573703443241, -86.53983422423627 39.126879397492466, -86.54056540759926 39.12809930323441, -86.5411734984422 39.129385003299056, -86.54165264051787 39.13072411569196, -86.54199821942613 39.132103744028754, -86.54220690705323 39.13351060173435, -86.5422766936232 39.13493114, -86.54220690705323 39.13635167826565, -86.54199821942613 39.137758535971244, -86.54165264051787 39.13913816430804, -86.5411734984422 39.14047727670094, -86.54056540759926 39.14176297676559, -86.53983422423627 39.14298288250753, -86.53898699004874 39.14412524556759, -86.53803186436502 39.145179064365024, -86.5369780455676 39.146134190048734, -86.53583568250754 39.146981424236266, -86.5346157767656 39.14771260759925, -86.53333007670095 39.14832069844219, -86.53199096430804 39.14879984051786, -86.53061133597126 39.149145419426134, -86.52920447826565 39.14935410705322, -86.52778394 39.14942389362319, -86.52636340173436 39.14935410705322, -86.52495654402875 39.149145419426134, -86.52357691569198 39.14879984051786, -86.52223780329906 39.14832069844219, -86.5209521032344 39.14771260759925, -86.51973219749247 39.146981424236266, -86.51858983443242 39.146134190048734, -86.51753601563499 39.145179064365024, -86.51658088995127 39.14412524556759, -86.51573365576374 39.14298288250753, -86.51500247240075 39.14176297676559, -86.5143943815578 39.14047727670094, -86.51391523948215 39.13913816430804, -86.51356966057388 39.137758535971244, -86.51336097294678 39.13635167826565, -86.51329118637682 39.13493114))",10,6
902472004,2015-06-01,Weekend,10:00:00,1-Car,Non-incapacitating,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,SR446S & WALDRIP CREEK,39.06971087,-86.41607391,"39.06971087,-86.41607391",0,Overcast,2,POINT (-86.41607391 39.06971087),0.0,,10,6
902424036,2015-04-01,Weekday,19:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 9TH & N INDIANA,39.170544,-86.526992,"39.170544,-86.526992",40,Clear,1,POINT (-86.526992 39.170544),0.0,"POLYGON ((-86.51249924637682 39.170544, -86.51256903294679 39.16912346173435, -86.51277772057388 39.167716604028755, -86.51312329948215 39.16633697569196, -86.51360244155781 39.16499786329906, -86.51421053240075 39.16371216323441, -86.51494171576374 39.16249225749247, -86.51578894995127 39.16134989443241, -86.51674407563499 39.160296075634974, -86.51779789443242 39.159340949951265, -86.51894025749247 39.15849371576373, -86.52016016323441 39.157762532400746, -86.52144586329906 39.15715444155781, -86.52278497569198 39.15667529948214, -86.52416460402875 39.156329720573865, -86.52557146173436 39.15612103294678, -86.526992 39.15605124637681, -86.52841253826566 39.15612103294678, -86.52981939597126 39.156329720573865, -86.53119902430804 39.15667529948214, -86.53253813670095 39.15715444155781, -86.5338238367656 39.157762532400746, -86.53504374250754 39.15849371576373, -86.5361861055676 39.159340949951265, -86.53723992436502 39.160296075634974, -86.53819505004874 39.16134989443241, -86.53904228423627 39.16249225749247, -86.53977346759926 39.16371216323441, -86.5403815584422 39.16499786329906, -86.54086070051787 39.16633697569196, -86.54120627942613 39.167716604028755, -86.54141496705323 39.16912346173435, -86.5414847536232 39.170544, -86.54141496705323 39.17196453826565, -86.54120627942613 39.173371395971245, -86.54086070051787 39.17475102430804, -86.5403815584422 39.17609013670094, -86.53977346759926 39.17737583676559, -86.53904228423627 39.17859574250753, -86.53819505004874 39.17973810556759, -86.53723992436502 39.180791924365025, -86.5361861055676 39.181747050048735, -86.53504374250754 39.182594284236266, -86.5338238367656 39.18332546759925, -86.53253813670095 39.18393355844219, -86.53119902430804 39.18441270051786, -86.52981939597126 39.184758279426134, -86.52841253826566 39.18496696705322, -86.526992 39.18503675362319, -86.52557146173436 39.18496696705322, -86.52416460402875 39.184758279426134, -86.52278497569198 39.18441270051786, -86.52144586329906 39.18393355844219, -86.52016016323441 39.18332546759925, -86.51894025749247 39.182594284236266, -86.51779789443242 39.181747050048735, -86.51674407563499 39.180791924365025, -86.51578894995127 39.17973810556759, -86.51494171576374 39.17859574250753, -86.51421053240075 39.17737583676559, -86.51360244155781 39.17609013670094, -86.51312329948215 39.17475102430804, -86.51277772057388 39.173371395971245, -86.51256903294679 39.17196453826565, -86.51249924637682 39.170544))",19,6
902438205,2015-05-06,Weekday,15:00:00,2-Car,No injury/unknown,UNSAFE BACKING,S WOODSCREST,39.16290283,-86.50295257,"39.16290283,-86.50295257",7,Clear,1,POINT (-86.50295257 39.16290283),0.0,"POLYGON ((-86.48845981637682 39.16290283, -86.48852960294678 39.16148229173435, -86.48873829057388 39.160075434028755, -86.48908386948214 39.15869580569196, -86.4895630115578 39.15735669329906, -86.49017110240075 39.15607099323441, -86.49090228576374 39.15485108749247, -86.49174951995127 39.15370872443241, -86.49270464563499 39.152654905634975, -86.49375846443242 39.151699779951265, -86.49490082749247 39.15085254576373, -86.4961207332344 39.150121362400746, -86.49740643329906 39.14951327155781, -86.49874554569197 39.14903412948214, -86.50012517402875 39.148688550573866, -86.50153203173436 39.14847986294678, -86.50295257 39.14841007637681, -86.50437310826565 39.14847986294678, -86.50577996597126 39.148688550573866, -86.50715959430804 39.14903412948214, -86.50849870670095 39.14951327155781, -86.5097844067656 39.150121362400746, -86.51100431250754 39.15085254576373, -86.51214667556759 39.151699779951265, -86.51320049436502 39.152654905634975, -86.51415562004874 39.15370872443241, -86.51500285423627 39.15485108749247, -86.51573403759926 39.15607099323441, -86.5163421284422 39.15735669329906, -86.51682127051787 39.15869580569196, -86.51716684942613 39.160075434028755, -86.51737553705323 39.16148229173435, -86.51744532362319 39.16290283, -86.51737553705323 39.16432336826565, -86.51716684942613 39.165730225971245, -86.51682127051787 39.16710985430804, -86.5163421284422 39.16844896670094, -86.51573403759926 39.16973466676559, -86.51500285423627 39.17095457250753, -86.51415562004874 39.17209693556759, -86.51320049436502 39.173150754365025, -86.51214667556759 39.174105880048735, -86.51100431250754 39.17495311423627, -86.5097844067656 39.175684297599254, -86.50849870670095 39.17629238844219, -86.50715959430804 39.17677153051786, -86.50577996597126 39.177117109426135, -86.50437310826565 39.17732579705322, -86.50295257 39.17739558362319, -86.50153203173436 39.17732579705322, -86.50012517402875 39.177117109426135, -86.49874554569197 39.17677153051786, -86.49740643329906 39.17629238844219, -86.4961207332344 39.175684297599254, -86.49490082749247 39.17495311423627, -86.49375846443242 39.174105880048735, -86.49270464563499 39.173150754365025, -86.49174951995127 39.17209693556759, -86.49090228576374 39.17095457250753, -86.49017110240075 39.16973466676559, -86.4895630115578 39.16844896670094, -86.48908386948214 39.16710985430804, -86.48873829057388 39.165730225971245, -86.48852960294678 39.16432336826565, -86.48845981637682 39.16290283))",15,6
902596861,2015-12-03,Weekday,17:00:00,Moped/Motorcycle,No injury/unknown,IMPROPER PASSING,SOUTH GORE & SOUTH OLD SR 37,39.032544,-86.541696,"39.032544,-86.541696",0,Clear,1,POINT (-86.541696 39.032544),0.0,,17,5
902411646,2015-03-03,Weekday,08:00:00,2-Car,No injury/unknown,UNSAFE SPEED,DILLMAN & SR37,39.09023917,-86.54535097,"39.09023917,-86.54535097",0,Cloudy,1,POINT (-86.54535097 39.09023917),0.0,,8,6
902566222,2015-11-04,Weekday,11:00:00,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LOIS & ROGERS,39.12984,-86.538496,"39.12984,-86.538496",1,Clear,1,POINT (-86.538496 39.12984),0.0,"POLYGON ((-86.52400324637681 39.12984, -86.52407303294677 39.12841946173435, -86.52428172057387 39.12701260402876, -86.52462729948213 39.125632975691964, -86.5251064415578 39.12429386329906, -86.52571453240074 39.12300816323441, -86.52644571576373 39.12178825749247, -86.52729294995126 39.120645894432414, -86.52824807563498 39.119592075634976, -86.52930189443241 39.11863694995127, -86.53044425749246 39.117789715763735, -86.5316641632344 39.11705853240075, -86.53294986329905 39.11645044155781, -86.53428897569196 39.11597129948214, -86.53566860402874 39.11562572057387, -86.53707546173435 39.11541703294678, -86.538496 39.115347246376814, -86.53991653826564 39.11541703294678, -86.54132339597125 39.11562572057387, -86.54270302430803 39.11597129948214, -86.54404213670094 39.11645044155781, -86.5453278367656 39.11705853240075, -86.54654774250753 39.117789715763735, -86.54769010556758 39.11863694995127, -86.54874392436501 39.119592075634976, -86.54969905004873 39.120645894432414, -86.55054628423626 39.12178825749247, -86.55127746759925 39.12300816323441, -86.5518855584422 39.12429386329906, -86.55236470051786 39.125632975691964, -86.55271027942612 39.12701260402876, -86.55291896705322 39.12841946173435, -86.55298875362318 39.12984, -86.55291896705322 39.13126053826565, -86.55271027942612 39.13266739597125, -86.55236470051786 39.13404702430804, -86.5518855584422 39.135386136700944, -86.55127746759925 39.13667183676559, -86.55054628423626 39.137891742507534, -86.54969905004873 39.13903410556759, -86.54874392436501 39.14008792436503, -86.54769010556758 39.14104305004874, -86.54654774250753 39.14189028423627, -86.5453278367656 39.142621467599255, -86.54404213670094 39.143229558442194, -86.54270302430803 39.14370870051786, -86.54132339597125 39.144054279426136, -86.53991653826564 39.14426296705322, -86.538496 39.14433275362319, -86.53707546173435 39.14426296705322, -86.53566860402874 39.144054279426136, -86.53428897569196 39.14370870051786, -86.53294986329905 39.143229558442194, -86.5316641632344 39.142621467599255, -86.53044425749246 39.14189028423627, -86.52930189443241 39.14104305004874, -86.52824807563498 39.14008792436503, -86.52729294995126 39.13903410556759, -86.52644571576373 39.137891742507534, -86.52571453240074 39.13667183676559, -86.5251064415578 39.135386136700944, -86.52462729948213 39.13404702430804, -86.52428172057387 39.13266739597125, -86.52407303294677 39.13126053826565, -86.52400324637681 39.12984))",11,6
902413842,2015-03-01,Weekend,18:00:00,2-Car,No injury/unknown,IMPROPER LANE USAGE,11TH & BLAIR,39.173344,-86.543792,"39.173344,-86.543792",40,Patchy moderate snow,1,POINT (-86.543792 39.173344),0.0,"POLYGON ((-86.52929924637681 39.173344, -86.52936903294678 39.17192346173435, -86.52957772057387 39.170516604028755, -86.52992329948214 39.16913697569196, -86.5304024415578 39.16779786329906, -86.53101053240074 39.16651216323441, -86.53174171576373 39.16529225749247, -86.53258894995126 39.16414989443241, -86.53354407563498 39.163096075634975, -86.53459789443241 39.162140949951265, -86.53574025749246 39.16129371576373, -86.5369601632344 39.160562532400746, -86.53824586329905 39.15995444155781, -86.53958497569197 39.15947529948214, -86.54096460402874 39.159129720573866, -86.54237146173435 39.15892103294678, -86.543792 39.15885124637681, -86.54521253826564 39.15892103294678, -86.54661939597125 39.159129720573866, -86.54799902430803 39.15947529948214, -86.54933813670094 39.15995444155781, -86.5506238367656 39.160562532400746, -86.55184374250753 39.16129371576373, -86.55298610556758 39.162140949951265, -86.55403992436501 39.163096075634975, -86.55499505004873 39.16414989443241, -86.55584228423626 39.16529225749247, -86.55657346759925 39.16651216323441, -86.5571815584422 39.16779786329906, -86.55766070051786 39.16913697569196, -86.55800627942612 39.170516604028755, -86.55821496705322 39.17192346173435, -86.55828475362318 39.173344, -86.55821496705322 39.17476453826565, -86.55800627942612 39.176171395971245, -86.55766070051786 39.17755102430804, -86.5571815584422 39.17889013670094, -86.55657346759925 39.18017583676559, -86.55584228423626 39.18139574250753, -86.55499505004873 39.18253810556759, -86.55403992436501 39.183591924365025, -86.55298610556758 39.184547050048735, -86.55184374250753 39.18539428423627, -86.5506238367656 39.186125467599254, -86.54933813670094 39.18673355844219, -86.54799902430803 39.18721270051786, -86.54661939597125 39.187558279426135, -86.54521253826564 39.18776696705322, -86.543792 39.18783675362319, -86.54237146173435 39.18776696705322, -86.54096460402874 39.187558279426135, -86.53958497569197 39.18721270051786, -86.53824586329905 39.18673355844219, -86.5369601632344 39.186125467599254, -86.53574025749246 39.18539428423627, -86.53459789443241 39.184547050048735, -86.53354407563498 39.183591924365025, -86.53258894995126 39.18253810556759, -86.53174171576373 39.18139574250753, -86.53101053240074 39.18017583676559, -86.5304024415578 39.17889013670094, -86.52992329948214 39.17755102430804, -86.52957772057387 39.176171395971245, -86.52936903294678 39.17476453826565, -86.52929924637681 39.173344))",18,1
902558538,2015-11-02,Weekday,19:00:00,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376",5,Clear,2,POINT (-86.509376 39.171472),0.0,"POLYGON ((-86.49488324637682 39.171472, -86.49495303294678 39.17005146173435, -86.49516172057388 39.168644604028756, -86.49550729948214 39.167264975691964, -86.4959864415578 39.16592586329906, -86.49659453240075 39.16464016323441, -86.49732571576374 39.16342025749247, -86.49817294995127 39.162277894432414, -86.49912807563499 39.161224075634976, -86.50018189443242 39.160268949951266, -86.50132425749247 39.159421715763735, -86.5025441632344 39.15869053240075, -86.50382986329906 39.15808244155781, -86.50516897569197 39.15760329948214, -86.50654860402875 39.15725772057387, -86.50795546173435 39.15704903294678, -86.509376 39.156979246376814, -86.51079653826565 39.15704903294678, -86.51220339597126 39.15725772057387, -86.51358302430803 39.15760329948214, -86.51492213670095 39.15808244155781, -86.5162078367656 39.15869053240075, -86.51742774250754 39.159421715763735, -86.51857010556759 39.160268949951266, -86.51962392436502 39.161224075634976, -86.52057905004874 39.162277894432414, -86.52142628423627 39.16342025749247, -86.52215746759926 39.16464016323441, -86.5227655584422 39.16592586329906, -86.52324470051786 39.167264975691964, -86.52359027942613 39.168644604028756, -86.52379896705322 39.17005146173435, -86.52386875362319 39.171472, -86.52379896705322 39.17289253826565, -86.52359027942613 39.174299395971246, -86.52324470051786 39.17567902430804, -86.5227655584422 39.177018136700944, -86.52215746759926 39.17830383676559, -86.52142628423627 39.179523742507534, -86.52057905004874 39.18066610556759, -86.51962392436502 39.18171992436503, -86.51857010556759 39.182675050048736, -86.51742774250754 39.18352228423627, -86.5162078367656 39.184253467599255, -86.51492213670095 39.18486155844219, -86.51358302430803 39.18534070051786, -86.51220339597126 39.185686279426136, -86.51079653826565 39.18589496705322, -86.509376 39.18596475362319, -86.50795546173435 39.18589496705322, -86.50654860402875 39.185686279426136, -86.50516897569197 39.18534070051786, -86.50382986329906 39.18486155844219, -86.5025441632344 39.184253467599255, -86.50132425749247 39.18352228423627, -86.50018189443242 39.182675050048736, -86.49912807563499 39.18171992436503, -86.49817294995127 39.18066610556759, -86.49732571576374 39.179523742507534, -86.49659453240075 39.17830383676559, -86.4959864415578 39.177018136700944, -86.49550729948214 39.17567902430804, -86.49516172057388 39.174299395971246, -86.49495303294678 39.17289253826565, -86.49488324637682 39.171472))",19,6
902563194,2015-11-01,Weekend,01:00:00,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N COLLEGE,39.17091135,-86.534768,"39.17091135,-86.534768",39,Overcast,1,POINT (-86.534768 39.17091135),0.0,"POLYGON ((-86.52027524637681 39.17091135, -86.52034503294678 39.16949081173435, -86.52055372057387 39.16808395402875, -86.52089929948214 39.16670432569196, -86.5213784415578 39.165365213299054, -86.52198653240075 39.164079513234405, -86.52271771576373 39.162859607492464, -86.52356494995126 39.16171724443241, -86.52452007563498 39.16066342563497, -86.52557389443241 39.15970829995126, -86.52671625749247 39.15886106576373, -86.5279361632344 39.15812988240074, -86.52922186329906 39.157521791557805, -86.53056097569197 39.157042649482136, -86.53194060402875 39.15669707057386, -86.53334746173435 39.156488382946776, -86.534768 39.15641859637681, -86.53618853826565 39.156488382946776, -86.53759539597125 39.15669707057386, -86.53897502430803 39.157042649482136, -86.54031413670094 39.157521791557805, -86.5415998367656 39.15812988240074, -86.54281974250753 39.15886106576373, -86.54396210556759 39.15970829995126, -86.54501592436502 39.16066342563497, -86.54597105004873 39.16171724443241, -86.54681828423627 39.162859607492464, -86.54754946759925 39.164079513234405, -86.5481575584422 39.165365213299054, -86.54863670051786 39.16670432569196, -86.54898227942613 39.16808395402875, -86.54919096705322 39.16949081173435, -86.54926075362319 39.17091135, -86.54919096705322 39.172331888265646, -86.54898227942613 39.17373874597124, -86.54863670051786 39.175118374308035, -86.5481575584422 39.17645748670094, -86.54754946759925 39.17774318676559, -86.54681828423627 39.17896309250753, -86.54597105004873 39.180105455567585, -86.54501592436502 39.18115927436502, -86.54396210556759 39.18211440004873, -86.54281974250753 39.182961634236264, -86.5415998367656 39.18369281759925, -86.54031413670094 39.18430090844219, -86.53897502430803 39.18478005051786, -86.53759539597125 39.18512562942613, -86.53618853826565 39.18533431705322, -86.534768 39.185404103623185, -86.53334746173435 39.18533431705322, -86.53194060402875 39.18512562942613, -86.53056097569197 39.18478005051786, -86.52922186329906 39.18430090844219, -86.5279361632344 39.18369281759925, -86.52671625749247 39.182961634236264, -86.52557389443241 39.18211440004873, -86.52452007563498 39.18115927436502, -86.52356494995126 39.180105455567585, -86.52271771576373 39.17896309250753, -86.52198653240075 39.17774318676559, -86.5213784415578 39.17645748670094, -86.52089929948214 39.175118374308035, -86.52055372057387 39.17373874597124, -86.52034503294678 39.172331888265646, -86.52027524637681 39.17091135))",1,5
902521609,2015-09-03,Weekday,17:00:00,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RANGE & SR46N,39.171504,-86.495312,"39.171504,-86.495312",5,Clear,2,POINT (-86.495312 39.171504),0.0,"POLYGON ((-86.48081924637681 39.171504, -86.48088903294678 39.17008346173435, -86.48109772057387 39.168676604028754, -86.48144329948214 39.16729697569196, -86.4819224415578 39.165957863299056, -86.48253053240074 39.16467216323441, -86.48326171576373 39.163452257492466, -86.48410894995126 39.16230989443241, -86.48506407563498 39.161256075634974, -86.48611789443241 39.160300949951264, -86.48726025749247 39.15945371576373, -86.4884801632344 39.158722532400745, -86.48976586329906 39.15811444155781, -86.49110497569197 39.15763529948214, -86.49248460402875 39.157289720573864, -86.49389146173435 39.15708103294678, -86.495312 39.15701124637681, -86.49673253826565 39.15708103294678, -86.49813939597125 39.157289720573864, -86.49951902430803 39.15763529948214, -86.50085813670094 39.15811444155781, -86.5021438367656 39.158722532400745, -86.50336374250753 39.15945371576373, -86.50450610556759 39.160300949951264, -86.50555992436502 39.161256075634974, -86.50651505004873 39.16230989443241, -86.50736228423627 39.163452257492466, -86.50809346759925 39.16467216323441, -86.5087015584422 39.165957863299056, -86.50918070051786 39.16729697569196, -86.50952627942613 39.168676604028754, -86.50973496705322 39.17008346173435, -86.50980475362319 39.171504, -86.50973496705322 39.17292453826565, -86.50952627942613 39.174331395971244, -86.50918070051786 39.175711024308036, -86.5087015584422 39.17705013670094, -86.50809346759925 39.17833583676559, -86.50736228423627 39.17955574250753, -86.50651505004873 39.180698105567586, -86.50555992436502 39.181751924365024, -86.50450610556759 39.182707050048734, -86.50336374250753 39.183554284236266, -86.5021438367656 39.18428546759925, -86.50085813670094 39.18489355844219, -86.49951902430803 39.18537270051786, -86.49813939597125 39.18571827942613, -86.49673253826565 39.18592696705322, -86.495312 39.185996753623186, -86.49389146173435 39.18592696705322, -86.49248460402875 39.18571827942613, -86.49110497569197 39.18537270051786, -86.48976586329906 39.18489355844219, -86.4884801632344 39.18428546759925, -86.48726025749247 39.183554284236266, -86.48611789443241 39.182707050048734, -86.48506407563498 39.181751924365024, -86.48410894995126 39.180698105567586, -86.48326171576373 39.17955574250753, -86.48253053240074 39.17833583676559, -86.4819224415578 39.17705013670094, -86.48144329948214 39.175711024308036, -86.48109772057387 39.174331395971244, -86.48088903294678 39.17292453826565, -86.48081924637681 39.171504))",17,6
902420009,2015-03-06,Weekday,08:00:00,2-Car,No injury/unknown,IMPROPER LANE USAGE,UNION,39.166848,-86.509296,"39.166848,-86.509296",6,Clear,1,POINT (-86.509296 39.166848),0.0,"POLYGON ((-86.49480324637682 39.166848, -86.49487303294678 39.16542746173435, -86.49508172057388 39.16402060402876, -86.49542729948215 39.162640975691964, -86.4959064415578 39.16130186329906, -86.49651453240075 39.16001616323441, -86.49724571576374 39.15879625749247, -86.49809294995127 39.157653894432414, -86.49904807563499 39.15660007563498, -86.50010189443242 39.15564494995127, -86.50124425749247 39.154797715763735, -86.50246416323441 39.15406653240075, -86.50374986329906 39.15345844155781, -86.50508897569198 39.15297929948214, -86.50646860402875 39.15263372057387, -86.50787546173436 39.15242503294678, -86.509296 39.152355246376814, -86.51071653826565 39.15242503294678, -86.51212339597126 39.15263372057387, -86.51350302430804 39.15297929948214, -86.51484213670095 39.15345844155781, -86.5161278367656 39.15406653240075, -86.51734774250754 39.154797715763735, -86.5184901055676 39.15564494995127, -86.51954392436502 39.15660007563498, -86.52049905004874 39.157653894432414, -86.52134628423627 39.15879625749247, -86.52207746759926 39.16001616323441, -86.5226855584422 39.16130186329906, -86.52316470051787 39.162640975691964, -86.52351027942613 39.16402060402876, -86.52371896705323 39.16542746173435, -86.5237887536232 39.166848, -86.52371896705323 39.16826853826565, -86.52351027942613 39.16967539597125, -86.52316470051787 39.17105502430804, -86.5226855584422 39.172394136700945, -86.52207746759926 39.173679836765594, -86.52134628423627 39.174899742507534, -86.52049905004874 39.17604210556759, -86.51954392436502 39.17709592436503, -86.5184901055676 39.17805105004874, -86.51734774250754 39.17889828423627, -86.5161278367656 39.179629467599256, -86.51484213670095 39.180237558442194, -86.51350302430804 39.18071670051786, -86.51212339597126 39.181062279426136, -86.51071653826565 39.18127096705322, -86.509296 39.18134075362319, -86.50787546173436 39.18127096705322, -86.50646860402875 39.181062279426136, -86.50508897569198 39.18071670051786, -86.50374986329906 39.180237558442194, -86.50246416323441 39.179629467599256, -86.50124425749247 39.17889828423627, -86.50010189443242 39.17805105004874, -86.49904807563499 39.17709592436503, -86.49809294995127 39.17604210556759, -86.49724571576374 39.174899742507534, -86.49651453240075 39.173679836765594, -86.4959064415578 39.172394136700945, -86.49542729948215 39.17105502430804, -86.49508172057388 39.16967539597125, -86.49487303294678 39.16826853826565, -86.49480324637682 39.166848))",8,0
